"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"South Carolina"	"45"	530	4444110	12
	"2007"	"2007"	"South Dakota"	"46"	102	791623	13
	"2007"	"2007"	"Tennessee"	"47"	844	6175727	14
	"2007"	"2007"	"Texas"	"48"	2433	23831983	10
	"2007"	"2007"	"Utah"	"49"	378	2597746	15
	"2007"	"2007"	"Vermont"	"50"	89	623481	14
	"2007"	"2007"	"Virginia"	"51"	880	7751000	11
	"2007"	"2007"	"Washington"	"53"	865	6461587	13
	"2007"	"2007"	"West Virginia"	"54"	300	1834052	16
	"2007"	"2007"	"Wisconsin"	"55"	729	5610775	13
	"2007"	"2007"	"Wyoming"	"56"	101	534876	19
	"2008"	"2008"	"Alabama"	"01"	604	4718206	13
	"2008"	"2008"	"Alaska"	"02"	169	687455	25
	"2008"	"2008"	"Arizona"	"04"	972	6280362	15
	"2008"	"2008"	"Arkansas"	"05"	447	2874554	16
	"2008"	"2008"	"California"	"06"	3775	36604337	10
	"2008"	"2008"	"Colorado"	"08"	803	4889730	16
	"2008"	"2008"	"Connecticut"	"09"	315	3545579	9
	"2008"	"2008"	"Delaware"	"10"	109	883874	12
	"2008"	"2008"	"District of Columbia"	"11"	43	580236	7
	"2008"	"2008"	"Florida"	"12"	2740	18527305	15
	"2008"	"2008"	"Georgia"	"13"	981	9504843	10
	"2008"	"2008"	"Hawaii"	"15"	133	1332213	10
	"2008"	"2008"	"Idaho"	"16"	252	1534320	16
	"2008"	"2008"	"Illinois"	"17"	1198	12747038	9
	"2008"	"2008"	"Indiana"	"18"	809	6424806	13
	"2008"	"2008"	"Iowa"	"19"	380	3016734	13
	"2008"	"2008"	"Kansas"	"20"	337	2808076	12
	"2008"	"2008"	"Kentucky"	"21"	612	4289878	14
	"2008"	"2008"	"Louisiana"	"22"	532	4435586	12
	"2008"	"2008"	"Maine"	"23"	181	1330509	14
	"2008"	"2008"	"Maryland"	"24"	507	5684965	9
	"2008"	"2008"	"Massachusetts"	"25"	509	6468967	8
	"2008"	"2008"	"Michigan"	"26"	1180	9946889	12
	"2008"	"2008"	"Minnesota"	"27"	596	5247018	11
	"2008"	"2008"	"Mississippi"	"28"	409	2947806	14
	"2008"	"2008"	"Missouri"	"29"	779	5923916	13
	"2008"	"2008"	"Montana"	"30"	203	976415	21
	"2008"	"2008"	"Nebraska"	"31"	191	1796378	11
	"2008"	"2008"	"Nevada"	"32"	528	2653630	20
	"2008"	"2008"	"New Hampshire"	"33"	179	1315906	14
	"2008"	"2008"	"New Jersey"	"34"	615	8711090	7
	"2008"	"2008"	"New Mexico"	"35"	419	2010662	21
	"2008"	"2008"	"New York"	"36"	1409	19212436	7
	"2008"	"2008"	"North Carolina"	"37"	1162	9309449	12
	"2008"	"2008"	"North Dakota"	"38"	86	657569	13
	"2008"	"2008"	"Ohio"	"39"	1412	11515391	12
	"2008"	"2008"	"Oklahoma"	"40"	575	3668976	16
	"2008"	"2008"	"Oregon"	"41"	572	3768748	15
	"2008"	"2008"	"Pennsylvania"	"42"	1539	12612285	12
	"2008"	"2008"	"Rhode Island"	"44"	110	1055003	10
	"2008"	"2008"	"South Carolina"	"45"	565	4528996	12
	"2008"	"2008"	"South Dakota"	"46"	124	799124	16
	"2008"	"2008"	"Tennessee"	"47"	973	6247411	16
	"2008"	"2008"	"Texas"	"48"	2552	24309039	10
	"2008"	"2008"	"Utah"	"49"	390	2663029	15
	"2008"	"2008"	"Vermont"	"50"	94	624151	15
	"2008"	"2008"	"Virginia"	"51"	948	7833496	12
	"2008"	"2008"	"Washington"	"53"	889	6562231	14
	"2008"	"2008"	"West Virginia"	"54"	261	1840310	14
	"2008"	"2008"	"Wisconsin"	"55"	743	5640996	13
	"2008"	"2008"	"Wyoming"	"56"	124	546043	23
	"2009"	"2009"	"Alabama"	"01"	673	4757938	14
	"2009"	"2009"	"Alaska"	"02"	143	698895	20
	"2009"	"2009"	"Arizona"	"04"	1060	6343154	17
	"2009"	"2009"	"Arkansas"	"05"	422	2896843	15
	"2009"	"2009"	"California"	"06"	3823	36961229	10
	"2009"	"2009"	"Colorado"	"08"	941	4972195	19
	"2009"	"2009"	"Connecticut"	"09"	316	3561807	9
	"2009"	"2009"	"Delaware"	"10"	107	891730	12
	"2009"	"2009"	"District of Columbia"	"11"	29	592228	5
	"2009"	"2009"	"Florida"	"12"	2858	18652644	15
	"2009"	"2009"	"Georgia"	"13"	1134	9620846	12
	"2009"	"2009"	"Hawaii"	"15"	175	1346717	13
	"2009"	"2009"	"Idaho"	"16"	304	1554439	20
	"2009"	"2009"	"Illinois"	"17"	1177	12796778	9
	"2009"	"2009"	"Indiana"	"18"	828	6459325	13
	"2009"	"2009"	"Iowa"	"19"	361	3032870	12
	"2009"	"2009"	"Kansas"	"20"	382	2832704	13
	"2009"	"2009"	"Kentucky"	"21"	592	4317074	14
	"2009"	"2009"	"Louisiana"	"22"	490	4491648	11
	"2009"	"2009"	"Maine"	"23"	197	1329590	15
	"2009"	"2009"	"Maryland"	"24"	551	5730388	10
	"2009"	"2009"	"Massachusetts"	"25"	530	6517613	8
	"2009"	"2009"	"Michigan"	"26"	1169	9901591	12
	"2009"	"2009"	"Minnesota"	"27"	584	5281203	11
	"2009"	"2009"	"Mississippi"	"28"	381	2958774	13
	"2009"	"2009"	"Missouri"	"29"	860	5961088	14
	"2009"	"2009"	"Montana"	"30"	219	983982	22
	"2009"	"2009"	"Nebraska"	"31"	170	1812683	9
	"2009"	"2009"	"Nevada"	"32"	505	2684665	19
	"2009"	"2009"	"New Hampshire"	"33"	166	1316102	13
	"2009"	"2009"	"New Jersey"	"34"	557	8755602	6
	"2009"	"2009"	"New Mexico"	"35"	376	2036802	18
	"2009"	"2009"	"New York"	"36"	1417	19307066	7
	"2009"	"2009"	"North Carolina"	"37"	1174	9449566	12
	"2009"	"2009"	"North Dakota"	"38"	90	664968	14
	"2009"	"2009"	"Ohio"	"39"	1176	11528896	10
	"2009"	"2009"	"Oklahoma"	"40"	567	3717572	15
	"2009"	"2009"	"Oregon"	"41"	644	3808600	17
	"2009"	"2009"	"Pennsylvania"	"42"	1631	12666858	13
	"2009"	"2009"	"Rhode Island"	"44"	118	1053646	11
	"2009"	"2009"	"South Carolina"	"45"	619	4589872	13
	"2009"	"2009"	"South Dakota"	"46"	129	807067	16
	"2009"	"2009"	"Tennessee"	"47"	947	6306019	15
	"2009"	"2009"	"Texas"	"48"	2809	24801761	11
	"2009"	"2009"	"Utah"	"49"	449	2723421	16
	"2009"	"2009"	"Vermont"	"50"	87	624817	14
	"2009"	"2009"	"Virginia"	"51"	963	7925937	12
	"2009"	"2009"	"Washington"	"53"	921	6667426	14
	"2009"	"2009"	"West Virginia"	"54"	253	1847775	14
	"2009"	"2009"	"Wisconsin"	"55"	724	5669264	13
	"2009"	"2009"	"Wyoming"	"56"	111	559851	20
	"2010"	"2010"	"Alabama"	"01"	679	4779736	14
	"2010"	"2010"	"Alaska"	"02"	164	710231	23
	"2010"	"2010"	"Arizona"	"04"	1093	6392017	17
	"2010"	"2010"	"Arkansas"	"05"	447	2915918	15
	"2010"	"2010"	"California"	"06"	3913	37253956	11
	"2010"	"2010"	"Colorado"	"08"	865	5029196	17
	"2010"	"2010"	"Connecticut"	"09"	353	3574097	10
	"2010"	"2010"	"Delaware"	"10"	106	897934	12
	"2010"	"2010"	"District of Columbia"	"11"	41	601723	7
	"2010"	"2010"	"Florida"	"12"	2789	18801310	15
	"2010"	"2010"	"Georgia"	"13"	1133	9687653	12
	"2010"	"2010"	"Hawaii"	"15"	207	1360301	15
	"2010"	"2010"	"Idaho"	"16"	290	1567582	18
	"2010"	"2010"	"Illinois"	"17"	1178	12830632	9
	"2010"	"2010"	"Indiana"	"18"	864	6483802	13
	"2010"	"2010"	"Iowa"	"19"	372	3046355	12
	"2010"	"2010"	"Kansas"	"20"	401	2853118	14
	"2010"	"2010"	"Kentucky"	"21"	631	4339367	15
	"2010"	"2010"	"Louisiana"	"22"	557	4533372	12
	"2010"	"2010"	"Maine"	"23"	186	1328361	14
	"2010"	"2010"	"Maryland"	"24"	502	5773552	9
	"2010"	"2010"	"Massachusetts"	"25"	598	6547629	9
	"2010"	"2010"	"Michigan"	"26"	1263	9883640	13
	"2010"	"2010"	"Minnesota"	"27"	606	5303925	11
	"2010"	"2010"	"Mississippi"	"28"	388	2967297	13
	"2010"	"2010"	"Missouri"	"29"	856	5988927	14
	"2010"	"2010"	"Montana"	"30"	227	989415	23
	"2010"	"2010"	"Nebraska"	"31"	193	1826341	11
	"2010"	"2010"	"Nevada"	"32"	547	2700551	20
	"2010"	"2010"	"New Hampshire"	"33"	196	1316470	15
	"2010"	"2010"	"New Jersey"	"34"	719	8791894	8
	"2010"	"2010"	"New Mexico"	"35"	413	2059179	20
	"2010"	"2010"	"New York"	"36"	1547	19378102	8
	"2010"	"2010"	"North Carolina"	"37"	1174	9535483	12
	"2010"	"2010"	"North Dakota"	"38"	106	672591	16
	"2010"	"2010"	"Ohio"	"39"	1439	11536504	12
	"2010"	"2010"	"Oklahoma"	"40"	618	3751351	16
	"2010"	"2010"	"Oregon"	"41"	685	3831074	18
	"2010"	"2010"	"Pennsylvania"	"42"	1576	12702379	12
	"2010"	"2010"	"Rhode Island"	"44"	129	1052567	12
	"2010"	"2010"	"South Carolina"	"45"	637	4625364	14
	"2010"	"2010"	"South Dakota"	"46"	140	814180	17
	"2010"	"2010"	"Tennessee"	"47"	943	6346105	15
	"2010"	"2010"	"Texas"	"48"	2891	25145561	11
	"2010"	"2010"	"Utah"	"49"	473	2763885	17
	"2010"	"2010"	"Vermont"	"50"	106	625741	17
	"2010"	"2010"	"Virginia"	"51"	963	8001024	12
	"2010"	"2010"	"Washington"	"53"	957	6724540	14
	"2010"	"2010"	"West Virginia"	"54"	279	1852994	15
	"2010"	"2010"	"Wisconsin"	"55"	793	5686986	14
	"2010"	"2010"	"Wyoming"	"56"	131	563626	23
	"2011"	"2011"	"Alabama"	"01"	654	4802740	14
	"2011"	"2011"	"Alaska"	"02"	143	722718	20
	"2011"	"2011"	"Arizona"	"04"	1160	6482505	18
	"2011"	"2011"	"Arkansas"	"05"	462	2937979	16
	"2011"	"2011"	"California"	"06"	3996	37691912	11
	"2011"	"2011"	"Colorado"	"08"	913	5116796	18
	"2011"	"2011"	"Connecticut"	"09"	370	3580709	10
	"2011"	"2011"	"Delaware"	"10"	105	907135	12
	"2011"	"2011"	"District of Columbia"	"11"	37	617996	6
	"2011"	"2011"	"Florida"	"12"	2880	19057542	15
	"2011"	"2011"	"Georgia"	"13"	1157	9815210	12
	"2011"	"2011"	"Hawaii"	"15"	181	1374810	13
	"2011"	"2011"	"Idaho"	"16"	281	1584985	18
	"2011"	"2011"	"Illinois"	"17"	1226	12869257	10
	"2011"	"2011"	"Indiana"	"18"	881	6516922	14
	"2011"	"2011"	"Iowa"	"19"	422	3062309	14
	"2011"	"2011"	"Kansas"	"20"	394	2871238	14
	"2011"	"2011"	"Kentucky"	"21"	675	4369356	15
	"2011"	"2011"	"Louisiana"	"22"	573	4574836	13
	"2011"	"2011"	"Maine"	"23"	235	1328188	18
	"2011"	"2011"	"Maryland"	"24"	558	5828289	10
	"2011"	"2011"	"Massachusetts"	"25"	585	6587536	9
	"2011"	"2011"	"Michigan"	"26"	1221	9876187	12
	"2011"	"2011"	"Minnesota"	"27"	683	5344861	13
	"2011"	"2011"	"Mississippi"	"28"	389	2978512	13
	"2011"	"2011"	"Missouri"	"29"	933	6010688	16
	"2011"	"2011"	"Montana"	"30"	232	998199	23
	"2011"	"2011"	"Nebraska"	"31"	193	1842641	10
	"2011"	"2011"	"Nevada"	"32"	516	2723322	19
	"2011"	"2011"	"New Hampshire"	"33"	198	1318194	15
	"2011"	"2011"	"New Jersey"	"34"	689	8821155	8
	"2011"	"2011"	"New Mexico"	"35"	420	2082224	20
	"2011"	"2011"	"New York"	"36"	1658	19465197	9
	"2011"	"2011"	"North Carolina"	"37"	1213	9656401	13
	"2011"	"2011"	"North Dakota"	"38"	106	683932	15
	"2011"	"2011"	"Ohio"	"39"	1465	11544951	13
	"2011"	"2011"	"Oklahoma"	"40"	693	3791508	18
	"2011"	"2011"	"Oregon"	"41"	656	3871859	17
	"2011"	"2011"	"Pennsylvania"	"42"	1747	12742886	14
	"2011"	"2011"	"Rhode Island"	"44"	101	1051302	10
	"2011"	"2011"	"South Carolina"	"45"	658	4679230	14
	"2011"	"2011"	"South Dakota"	"46"	128	824082	16
	"2011"	"2011"	"Tennessee"	"47"	955	6403353	15
	"2011"	"2011"	"Texas"	"48"	2896	25674681	11
	"2011"	"2011"	"Utah"	"49"	502	2817222	18
	"2011"	"2011"	"Vermont"	"50"	120	626431	19
	"2011"	"2011"	"Virginia"	"51"	1054	8096604	13
	"2011"	"2011"	"Washington"	"53"	1021	6830038	15
	"2011"	"2011"	"West Virginia"	"54"	306	1855364	16
	"2011"	"2011"	"Wisconsin"	"55"	745	5711767	13
	"2011"	"2011"	"Wyoming"	"56"	132	568158	23
	"2012"	"2012"	"Alabama"	"01"	724	4822023	15
	"2012"	"2012"	"Alaska"	"02"	168	731449	23
	"2012"	"2012"	"Arizona"	"04"	1156	6553255	18
	"2012"	"2012"	"Arkansas"	"05"	485	2949131	16
	"2012"	"2012"	"California"	"06"	3893	38041430	10
	"2012"	"2012"	"Colorado"	"08"	1052	5187582	20
	"2012"	"2012"	"Connecticut"	"09"	368	3590347	10
	"2012"	"2012"	"Delaware"	"10"	125	917092	14
	"2012"	"2012"	"District of Columbia"	"11"	37	632323	6
	"2012"	"2012"	"Florida"	"12"	3002	19317568	16
	"2012"	"2012"	"Georgia"	"13"	1168	9919945	12
	"2012"	"2012"	"Hawaii"	"15"	190	1392313	14
	"2012"	"2012"	"Idaho"	"16"	297	1595728	19
	"2012"	"2012"	"Illinois"	"17"	1292	12875255	10
	"2012"	"2012"	"Indiana"	"18"	940	6537334	14
	"2012"	"2012"	"Iowa"	"19"	383	3074186	12
	"2012"	"2012"	"Kansas"	"20"	502	2885905	17
	"2012"	"2012"	"Kentucky"	"21"	724	4380415	17
	"2012"	"2012"	"Louisiana"	"22"	567	4601893	12
	"2012"	"2012"	"Maine"	"23"	209	1329192	16
	"2012"	"2012"	"Maryland"	"24"	583	5884563	10
	"2012"	"2012"	"Massachusetts"	"25"	604	6646144	9
	"2012"	"2012"	"Michigan"	"26"	1261	9883360	13
	"2012"	"2012"	"Minnesota"	"27"	656	5379139	12
	"2012"	"2012"	"Mississippi"	"28"	410	2984926	14
	"2012"	"2012"	"Missouri"	"29"	914	6021988	15
	"2012"	"2012"	"Montana"	"30"	233	1005141	23
	"2012"	"2012"	"Nebraska"	"31"	232	1855525	13
	"2012"	"2012"	"Nevada"	"32"	524	2758931	19
	"2012"	"2012"	"New Hampshire"	"33"	202	1320718	15
	"2012"	"2012"	"New Jersey"	"34"	683	8864590	8
	"2012"	"2012"	"New Mexico"	"35"	442	2085538	21
	"2012"	"2012"	"New York"	"36"	1708	19570261	9
	"2012"	"2012"	"North Carolina"	"37"	1286	9752073	13
	"2012"	"2012"	"North Dakota"	"38"	105	699628	15
	"2012"	"2012"	"Ohio"	"39"	1542	11544225	13
	"2012"	"2012"	"Oklahoma"	"40"	670	3814820	18
	"2012"	"2012"	"Oregon"	"41"	724	3899353	19
	"2012"	"2012"	"Pennsylvania"	"42"	1647	12763536	13
	"2012"	"2012"	"Rhode Island"	"44"	105	1050292	10
	"2012"	"2012"	"South Carolina"	"45"	673	4723723	14
	"2012"	"2012"	"South Dakota"	"46"	141	833354	17
	"2012"	"2012"	"Tennessee"	"47"	978	6456243	15
	"2012"	"2012"	"Texas"	"48"	3037	26059203	12
	"2012"	"2012"	"Utah"	"49"	550	2855287	19
	"2012"	"2012"	"Vermont"	"50"	87	626011	14
	"2012"	"2012"	"Virginia"	"51"	1063	8185867	13
	"2012"	"2012"	"Washington"	"53"	1038	6897012	15
	"2012"	"2012"	"West Virginia"	"54"	326	1855413	18
	"2012"	"2012"	"Wisconsin"	"55"	723	5726398	13
	"2012"	"2012"	"Wyoming"	"56"	171	576412	30
	"2013"	"2013"	"Alabama"	"01"	721	4833722	15
	"2013"	"2013"	"Alaska"	"02"	171	735132	23
	"2013"	"2013"	"Arizona"	"04"	1163	6626624	18
	"2013"	"2013"	"Arkansas"	"05"	516	2959373	17
	"2013"	"2013"	"California"	"06"	4025	38332521	11
	"2013"	"2013"	"Colorado"	"08"	1007	5268367	19
	"2013"	"2013"	"Connecticut"	"09"	330	3596080	9
	"2013"	"2013"	"Delaware"	"10"	122	925749	13
	"2013"	"2013"	"District of Columbia"	"11"	38	646449	6
	"2013"	"2013"	"Florida"	"12"	2928	19552860	15
	"2013"	"2013"	"Georgia"	"13"	1212	9992167	12
	"2013"	"2013"	"Hawaii"	"15"	171	1404054	12
	"2013"	"2013"	"Idaho"	"16"	308	1612136	19
	"2013"	"2013"	"Illinois"	"17"	1321	12882135	10
	"2013"	"2013"	"Indiana"	"18"	944	6570902	14
	"2013"	"2013"	"Iowa"	"19"	447	3090416	14
	"2013"	"2013"	"Kansas"	"20"	425	2893957	15
	"2013"	"2013"	"Kentucky"	"21"	701	4395295	16
	"2013"	"2013"	"Louisiana"	"22"	583	4625470	13
	"2013"	"2013"	"Maine"	"23"	245	1328302	18
	"2013"	"2013"	"Maryland"	"24"	569	5928814	10
	"2013"	"2013"	"Massachusetts"	"25"	572	6692824	9
	"2013"	"2013"	"Michigan"	"26"	1295	9895622	13
	"2013"	"2013"	"Minnesota"	"27"	678	5420380	13
	"2013"	"2013"	"Mississippi"	"28"	388	2991207	13
	"2013"	"2013"	"Missouri"	"29"	960	6044171	16
	"2013"	"2013"	"Montana"	"30"	243	1015165	24
	"2013"	"2013"	"Nebraska"	"31"	220	1868516	12
	"2013"	"2013"	"Nevada"	"32"	541	2790136	19
	"2013"	"2013"	"New Hampshire"	"33"	185	1323459	14
	"2013"	"2013"	"New Jersey"	"34"	757	8899339	9
	"2013"	"2013"	"New Mexico"	"35"	431	2085287	21
	"2013"	"2013"	"New York"	"36"	1687	19651127	9
	"2013"	"2013"	"North Carolina"	"37"	1284	9848060	13
	"2013"	"2013"	"North Dakota"	"38"	128	723393	18
	"2013"	"2013"	"Ohio"	"39"	1526	11570808	13
	"2013"	"2013"	"Oklahoma"	"40"	665	3850568	17
	"2013"	"2013"	"Oregon"	"41"	698	3930065	18
	"2013"	"2013"	"Pennsylvania"	"42"	1788	12773801	14
	"2013"	"2013"	"Rhode Island"	"44"	132	1051511	13
	"2013"	"2013"	"South Carolina"	"45"	696	4774839	15
	"2013"	"2013"	"South Dakota"	"46"	147	844877	17
	"2013"	"2013"	"Tennessee"	"47"	1030	6495978	16
	"2013"	"2013"	"Texas"	"48"	3059	26448193	12
	"2013"	"2013"	"Utah"	"49"	579	2900872	20
	"2013"	"2013"	"Vermont"	"50"	112	626630	18
	"2013"	"2013"	"Virginia"	"51"	1072	8260405	13
	"2013"	"2013"	"Washington"	"53"	1027	6971406	15
	"2013"	"2013"	"West Virginia"	"54"	323	1854304	17
	"2013"	"2013"	"Wisconsin"	"55"	850	5742713	15
	"2013"	"2013"	"Wyoming"	"56"	129	582658	22
	"2014"	"2014"	"Alabama"	"01"	715	4849377	15
	"2014"	"2014"	"Alaska"	"02"	167	736732	23
	"2014"	"2014"	"Arizona"	"04"	1244	6731484	18
	"2014"	"2014"	"Arkansas"	"05"	515	2966369	17
	"2014"	"2014"	"California"	"06"	4214	38802500	11
	"2014"	"2014"	"Colorado"	"08"	1083	5355866	20
	"2014"	"2014"	"Connecticut"	"09"	379	3596677	11
	"2014"	"2014"	"Delaware"	"10"	126	935614	13
	"2014"	"2014"	"District of Columbia"	"11"	52	658893	8
	"2014"	"2014"	"Florida"	"12"	3035	19893297	15
	"2014"	"2014"	"Georgia"	"13"	1295	10097343	13
	"2014"	"2014"	"Hawaii"	"15"	204	1419561	14
	"2014"	"2014"	"Idaho"	"16"	320	1634464	20
	"2014"	"2014"	"Illinois"	"17"	1398	12880580	11
	"2014"	"2014"	"Indiana"	"18"	948	6596855	14
	"2014"	"2014"	"Iowa"	"19"	407	3107126	13
	"2014"	"2014"	"Kansas"	"20"	455	2904021	16
	"2014"	"2014"	"Kentucky"	"21"	728	4413457	16
	"2014"	"2014"	"Louisiana"	"22"	679	4649676	15
	"2014"	"2014"	"Maine"	"23"	220	1330089	17
	"2014"	"2014"	"Maryland"	"24"	606	5976407	10
	"2014"	"2014"	"Massachusetts"	"25"	596	6745408	9
	"2014"	"2014"	"Michigan"	"26"	1354	9909877	14
	"2014"	"2014"	"Minnesota"	"27"	686	5457173	13
	"2014"	"2014"	"Mississippi"	"28"	380	2994079	13
	"2014"	"2014"	"Missouri"	"29"	1017	6063589	17
	"2014"	"2014"	"Montana"	"30"	251	1023579	25
	"2014"	"2014"	"Nebraska"	"31"	251	1881503	13
	"2014"	"2014"	"Nevada"	"32"	573	2839099	20
	"2014"	"2014"	"New Hampshire"	"33"	247	1326813	19
	"2014"	"2014"	"New Jersey"	"34"	786	8938175	9
	"2014"	"2014"	"New Mexico"	"35"	449	2085572	22
	"2014"	"2014"	"New York"	"36"	1700	19746227	9
	"2014"	"2014"	"North Carolina"	"37"	1352	9943964	14
	"2014"	"2014"	"North Dakota"	"38"	137	739482	19
	"2014"	"2014"	"Ohio"	"39"	1491	11594163	13
	"2014"	"2014"	"Oklahoma"	"40"	736	3878051	19
	"2014"	"2014"	"Oregon"	"41"	782	3970239	20
	"2014"	"2014"	"Pennsylvania"	"42"	1817	12787209	14
	"2014"	"2014"	"Rhode Island"	"44"	113	1055173	11
	"2014"	"2014"	"South Carolina"	"45"	753	4832482	16
	"2014"	"2014"	"South Dakota"	"46"	141	853175	17
	"2014"	"2014"	"Tennessee"	"47"	997	6549352	15
	"2014"	"2014"	"Texas"	"48"	3254	26956958	12
	"2014"	"2014"	"Utah"	"49"	559	2942902	19
	"2014"	"2014"	"Vermont"	"50"	124	626562	20
	"2014"	"2014"	"Virginia"	"51"	1123	8326289	13
	"2014"	"2014"	"Washington"	"53"	1119	7061530	16
	"2014"	"2014"	"West Virginia"	"54"	359	1850326	19
	"2014"	"2014"	"Wisconsin"	"55"	769	5757564	13
	"2014"	"2014"	"Wyoming"	"56"	120	584153	21
	"2015"	"2015"	"Alabama"	"01"	750	4858979	15
	"2015"	"2015"	"Alaska"	"02"	201	738432	27
	"2015"	"2015"	"Arizona"	"04"	1276	6828065	19
	"2015"	"2015"	"Arkansas"	"05"	577	2978204	19
	"2015"	"2015"	"California"	"06"	4167	39144818	11
	"2015"	"2015"	"Colorado"	"08"	1093	5456574	20
	"2015"	"2015"	"Connecticut"	"09"	384	3590886	11
	"2015"	"2015"	"Delaware"	"10"	122	945934	13
	"2015"	"2015"	"District of Columbia"	"11"	34	672228	5
	"2015"	"2015"	"Florida"	"12"	3205	20271272	16
	"2015"	"2015"	"Georgia"	"13"	1317	10214860	13
	"2015"	"2015"	"Hawaii"	"15"	201	1431603	14
	"2015"	"2015"	"Idaho"	"16"	359	1654930	22
	"2015"	"2015"	"Illinois"	"17"	1363	12859995	11
	"2015"	"2015"	"Indiana"	"18"	960	6619680	15
	"2015"	"2015"	"Iowa"	"19"	433	3123899	14
	"2015"	"2015"	"Kansas"	"20"	477	2911641	16
	"2015"	"2015"	"Kentucky"	"21"	776	4425092	18
	"2015"	"2015"	"Louisiana"	"22"	722	4670724	15
	"2015"	"2015"	"Maine"	"23"	235	1329328	18
	"2015"	"2015"	"Maryland"	"24"	553	6006401	9
	"2015"	"2015"	"Massachusetts"	"25"	642	6794422	9
	"2015"	"2015"	"Michigan"	"26"	1410	9922576	14
	"2015"	"2015"	"Minnesota"	"27"	730	5489594	13
	"2015"	"2015"	"Mississippi"	"28"	431	2992333	14
	"2015"	"2015"	"Missouri"	"29"	1052	6083672	17
	"2015"	"2015"	"Montana"	"30"	272	1032949	26
	"2015"	"2015"	"Nebraska"	"31"	223	1896190	12
	"2015"	"2015"	"Nevada"	"32"	558	2890845	19
	"2015"	"2015"	"New Hampshire"	"33"	228	1330608	17
	"2015"	"2015"	"New Jersey"	"34"	789	8958013	9
	"2015"	"2015"	"New Mexico"	"35"	500	2085109	24
	"2015"	"2015"	"New York"	"36"	1652	19795791	8
	"2015"	"2015"	"North Carolina"	"37"	1406	10042802	14
	"2015"	"2015"	"North Dakota"	"38"	124	756927	16
	"2015"	"2015"	"Ohio"	"39"	1650	11613423	14
	"2015"	"2015"	"Oklahoma"	"40"	790	3911338	20
	"2015"	"2015"	"Oregon"	"41"	762	4028977	19
	"2015"	"2015"	"Pennsylvania"	"42"	1894	12802503	15
	"2015"	"2015"	"Rhode Island"	"44"	127	1056298	12
	"2015"	"2015"	"South Carolina"	"45"	742	4896146	15
	"2015"	"2015"	"South Dakota"	"46"	173	858469	20
	"2015"	"2015"	"Tennessee"	"47"	1068	6600299	16
	"2015"	"2015"	"Texas"	"48"	3403	27469114	12
	"2015"	"2015"	"Utah"	"49"	630	2995919	21
	"2015"	"2015"	"Vermont"	"50"	103	626042	16
	"2015"	"2015"	"Virginia"	"51"	1118	8382993	13
	"2015"	"2015"	"Washington"	"53"	1137	7170351	16
	"2015"	"2015"	"West Virginia"	"54"	340	1844128	18
	"2015"	"2015"	"Wisconsin"	"55"	877	5771337	15
	"2015"	"2015"	"Wyoming"	"56"	157	586107	27
	"2016"	"2016"	"Alabama"	"01"	788	4863300	16
	"2016"	"2016"	"Alaska"	"02"	193	741894	26
	"2016"	"2016"	"Arizona"	"04"	1271	6931071	18
	"2016"	"2016"	"Arkansas"	"05"	555	2988248	19
	"2016"	"2016"	"California"	"06"	4294	39250017	11
	"2016"	"2016"	"Colorado"	"08"	1168	5540545	21
	"2016"	"2016"	"Connecticut"	"09"	397	3576452	11
	"2016"	"2016"	"Delaware"	"10"	119	952065	12
	"2016"	"2016"	"District of Columbia"	"11"	40	681170	6
	"2016"	"2016"	"Florida"	"12"	3143	20612439	15
	"2016"	"2016"	"Georgia"	"13"	1409	10310371	14
	"2016"	"2016"	"Hawaii"	"15"	174	1428557	12
	"2016"	"2016"	"Idaho"	"16"	351	1683140	21
	"2016"	"2016"	"Illinois"	"17"	1415	12801539	11
	"2016"	"2016"	"Indiana"	"18"	1034	6633053	16
	"2016"	"2016"	"Iowa"	"19"	451	3134693	14
	"2016"	"2016"	"Kansas"	"20"	514	2907289	18
	"2016"	"2016"	"Kentucky"	"21"	756	4436974	17
	"2016"	"2016"	"Louisiana"	"22"	677	4681666	14
	"2016"	"2016"	"Maine"	"23"	226	1331479	17
	"2016"	"2016"	"Maryland"	"24"	586	6016447	10
	"2016"	"2016"	"Massachusetts"	"25"	631	6811779	9
	"2016"	"2016"	"Michigan"	"26"	1364	9928300	14
	"2016"	"2016"	"Minnesota"	"27"	745	5519952	13
	"2016"	"2016"	"Mississippi"	"28"	383	2988726	13
	"2016"	"2016"	"Missouri"	"29"	1133	6093000	19
	"2016"	"2016"	"Montana"	"30"	267	1042520	26
	"2016"	"2016"	"Nebraska"	"31"	246	1907116	13
	"2016"	"2016"	"Nevada"	"32"	650	2940058	22
	"2016"	"2016"	"New Hampshire"	"33"	244	1334795	18
	"2016"	"2016"	"New Jersey"	"34"	687	8944469	8
	"2016"	"2016"	"New Mexico"	"35"	471	2081015	23
	"2016"	"2016"	"New York"	"36"	1679	19745289	9
	"2016"	"2016"	"North Carolina"	"37"	1373	10146788	14
	"2016"	"2016"	"North Dakota"	"38"	140	757952	18
	"2016"	"2016"	"Ohio"	"39"	1707	11614373	15
	"2016"	"2016"	"Oklahoma"	"40"	822	3923561	21
	"2016"	"2016"	"Oregon"	"41"	772	4093465	19
